Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score
10,41,86,2,9,Low,Good,Public,No,Low,Low,,12.0,2,Positive,Low,No,5,Good,84
4,55,54,1,7,Low,Average,Private,Yes,Medium,Medium,School,5.0,1,Positive,High,Yes,2,Poor,55
6,70,85,1,6,High,Average,Public,Yes,High,Medium,Graduate,7.0,4,Neutral,Medium,Yes,2,Average,82
5,45,67,3,4,Medium,Poor,Public,Yes,High,High,,12.0,6,Positive,Low,Yes,4,Average,61
7,92,90,0,6,Low,Poor,Private,Yes,Low,High,School,19.0,2,Negative,High,Yes,5,Poor,94
10,60,76,3,5,Medium,Poor,Public,No,Low,High,Postgraduate,5.0,4,Negative,High,No,5,Poor,82
7,65,83,3,5,High,Poor,Public,No,Medium,High,Postgraduate,7.0,0,Neutral,High,Yes,4,Good,81
4,98,75,2,3,High,Average,Private,Yes,High,Low,Postgraduate,28.0,6,Positive,Medium,Yes,4,Average,84
5,58,97,4,7,Low,Poor,Private,No,Medium,Low,Graduate,27.0,2,Neutral,Low,No,4,Good,79
3,67,33,0,4,High,Poor,Private,No,Low,High,Postgraduate,7.0,0,Neutral,Low,Yes,5,Average,49
4,47,95,1,4,Low,Poor,Private,No,Medium,High,School,13.0,0,Neutral,Medium,No,5,Average,74
4,53,72,1,6,Low,Average,Private,Yes,High,Low,School,25.0,5,Positive,Low,Yes,2,Average,59
3,63,91,3,8,Low,Good,Private,Yes,High,Low,Postgraduate,20.0,6,Negative,High,No,3,Average,77
10,87,33,3,8,Low,Good,Public,Yes,High,Low,Graduate,17.0,3,Negative,High,No,2,Average,69
5,83,94,3,6,Low,Average,Private,No,High,High,,5.0,0,Positive,Medium,Yes,1,Poor,86
5,76,91,0,9,High,Good,Public,No,High,High,,14.0,0,Neutral,High,Yes,3,Average,91
11,95,31,3,8,Low,Average,Private,No,Low,Low,Graduate,11.0,5,Negative,Low,No,5,Poor,74
7,65,38,3,4,Medium,Poor,Public,Yes,Medium,Low,School,20.0,1,Neutral,Low,No,2,Poor,53
4,70,86,4,6,Low,Good,Public,Yes,Medium,Medium,School,19.0,0,Negative,Medium,No,5,Good,80
4,95,74,0,8,Low,Average,Public,Yes,Medium,Medium,Graduate,23.0,2,Neutral,High,No,3,Poor,80
9,90,47,2,3,Low,Average,Private,Yes,Low,Low,Postgraduate,25.0,6,Neutral,Low,No,5,Good,67
6,71,77,2,7,High,Poor,Public,No,Low,Low,,4.0,6,Neutral,Low,Yes,2,Average,79
4,89,71,4,3,Medium,Average,Private,No,Low,Medium,School,22.0,1,Negative,Low,Yes,3,Poor,71
2,80,70,1,8,Medium,Good,Public,Yes,Low,High,Graduate,17.0,3,Neutral,High,Yes,2,Poor,77
6,41,87,2,5,Medium,Poor,Private,Yes,Medium,Low,School,17.0,3,Negative,Low,Yes,2,Good,72
2,64,71,0,4,High,Average,Private,No,High,Low,Postgraduate,,0,Negative,High,Yes,5,Good,63
5,91,64,1,3,High,Poor,Public,No,High,Low,Postgraduate,14.0,4,Negative,Low,No,3,Good,75
6,83,67,3,3,Low,Average,Private,Yes,Low,High,Postgraduate,21.0,3,Negative,High,Yes,5,Poor,72
4,41,96,0,6,High,Good,Private,Yes,Medium,Medium,Postgraduate,6.0,3,Positive,Low,Yes,3,Average,81
3,81,70,1,6,Medium,Good,Private,Yes,Medium,High,Postgraduate,25.0,5,Negative,High,Yes,1,Good,73
7,40,79,2,6,Medium,Poor,Public,No,Low,High,School,,3,Neutral,Medium,No,1,Good,66
2,75,74,3,8,High,,Private,No,Medium,Low,Graduate,10.0,2,Negative,Medium,Yes,3,Average,73
11,96,48,3,9,High,Poor,Private,No,High,Low,Postgraduate,27.0,4,Neutral,Medium,No,5,Average,83
6,51,46,0,9,Medium,Poor,Public,No,Low,Medium,School,17.0,6,Positive,Low,Yes,4,Average,61
4,48,94,3,5,Medium,Good,Public,No,Medium,High,Graduate,2.0,0,Negative,High,No,3,Average,69
6,75,85,1,3,Medium,Poor,Private,Yes,Medium,Medium,Graduate,27.0,5,Positive,Low,Yes,2,Average,81
4,80,70,4,7,Medium,Average,Public,Yes,Medium,High,Postgraduate,12.0,5,Negative,High,No,1,Good,74
4,67,71,2,6,Medium,Good,Private,Yes,Low,Low,Postgraduate,24.0,6,Negative,High,Yes,3,Good,73
4,77,35,0,5,High,Average,Public,Yes,High,Medium,Graduate,21.0,5,Positive,Low,No,3,Average,57
9,72,98,4,8,High,Poor,Public,Yes,Medium,High,Graduate,16.0,0,Neutral,High,Yes,3,Poor,95
7,81,69,4,5,Low,Good,Public,No,Low,Low,School,16.0,1,Neutral,Medium,No,2,Poor,79
3,85,70,0,6,Low,Average,Public,Yes,Low,Low,Postgraduate,3.0,2,Neutral,Low,No,5,Average,72
3,61,38,1,4,Low,Average,Private,Yes,Medium,High,Graduate,25.0,5,Negative,Medium,Yes,4,Good,44
6,64,37,2,3,High,Poor,Public,Yes,Low,Low,Graduate,18.0,4,Neutral,Medium,No,2,Good,54
6,57,73,0,6,Low,Average,Private,No,High,High,Postgraduate,7.0,1,Neutral,Medium,Yes,4,Average,67
4,45,87,4,7,Low,Poor,Private,Yes,High,High,School,10.0,4,Negative,Low,No,1,Poor,69
9,57,96,4,3,High,Poor,Private,No,Low,High,School,8.0,6,Positive,Medium,Yes,4,Poor,87
4,91,42,0,5,Medium,Poor,Public,Yes,Medium,High,Postgraduate,28.0,3,Neutral,Low,Yes,4,Average,62
9,55,48,4,9,High,Poor,Public,Yes,High,Low,School,18.0,4,Positive,Low,No,1,Good,66
4,54,78,0,7,High,Good,Public,No,Medium,High,School,17.0,5,Negative,Medium,Yes,2,Average,72
2,87,59,0,3,Medium,Average,Public,Yes,Low,High,School,3.0,1,Negative,High,Yes,2,Good,63
2,47,95,2,7,Low,Average,Private,Yes,High,High,,8.0,2,Neutral,High,No,1,Poor,69
5,52,88,0,5,High,Good,Public,No,Medium,Low,,20.0,5,Neutral,Low,No,2,Average,72
4,94,82,4,6,High,Poor,Private,Yes,Low,Medium,School,29.0,6,Positive,Medium,Yes,5,Poor,83
7,82,81,3,9,Medium,,Public,No,Medium,High,Postgraduate,5.0,2,Neutral,Low,Yes,4,Average,87
11,99,60,2,7,High,Poor,Public,No,High,Medium,Postgraduate,25.0,3,Positive,High,No,2,Average,89
5,96,44,4,6,Low,Poor,Private,No,Low,Medium,Postgraduate,20.0,0,Negative,Low,Yes,4,Good,64
6,46,49,4,9,Medium,Good,Public,No,Low,High,School,12.0,1,Positive,Low,Yes,2,Average,59
10,56,34,2,5,High,Average,Public,No,Medium,Medium,Postgraduate,25.0,0,Negative,High,Yes,4,Poor,52
4,89,36,2,9,Low,Poor,Private,Yes,Medium,Medium,Graduate,6.0,6,Neutral,Medium,Yes,1,Poor,63
2,71,47,4,5,Low,Poor,Public,Yes,Low,High,,28.0,6,Positive,High,Yes,1,Average,60
10,61,85,3,7,High,Poor,Private,Yes,High,Low,Postgraduate,23.0,6,Positive,Medium,Yes,1,Poor,89
9,94,74,1,7,Low,Average,Private,No,High,Medium,Graduate,24.0,3,Positive,Medium,No,5,Good,83
10,90,57,4,5,Medium,Average,Public,Yes,Medium,High,Graduate,10.0,4,Neutral,High,Yes,5,Average,78
7,96,79,2,7,Low,Good,Private,No,Medium,High,School,10.0,4,Neutral,Low,Yes,1,Good,92
4,52,31,0,7,Medium,Average,Private,Yes,Medium,Medium,School,1.0,3,Neutral,Low,No,4,Poor,43
3,86,97,0,7,Medium,Average,Public,No,High,Medium,School,9.0,2,Positive,High,No,1,Average,85
10,62,53,2,8,Medium,Poor,Public,No,High,Medium,School,18.0,1,Positive,Medium,Yes,1,Good,68
3,93,77,2,7,High,Average,Public,Yes,Medium,High,School,,3,Negative,High,Yes,3,Average,80
9,68,74,1,3,Low,Poor,Private,Yes,Medium,High,,1.0,3,Positive,Low,No,5,Average,75
5,61,87,2,5,High,Good,Private,Yes,Low,Low,Graduate,10.0,1,Negative,Low,No,5,Poor,78
3,40,65,0,5,High,Poor,Public,No,Low,Low,Graduate,27.0,5,Neutral,Medium,Yes,1,Good,63
5,68,31,3,4,Medium,Good,Private,Yes,Low,High,,,2,Negative,High,No,1,Poor,55
2,87,47,2,6,High,Average,Private,No,Low,Low,Postgraduate,18.0,2,Negative,Low,No,3,Average,61
11,44,78,1,4,Low,,Public,Yes,Medium,Medium,Postgraduate,7.0,1,Positive,High,Yes,3,Poor,72
4,97,37,3,7,High,Poor,Public,No,High,Low,School,7.0,0,Positive,High,No,5,Average,66
10,74,87,1,7,High,Average,Public,No,High,Low,Postgraduate,22.0,5,Negative,High,Yes,5,Average,88
2,94,44,3,9,Medium,Average,Private,Yes,Low,High,School,10.0,4,Negative,Medium,No,5,Average,65
2,49,46,2,3,Medium,Poor,Private,Yes,High,High,School,28.0,1,Neutral,Low,Yes,5,Good,42
8,58,52,0,3,High,Average,Public,Yes,Low,Medium,School,27.0,2,Positive,Medium,Yes,4,Good,70
1,76,95,3,3,Medium,Poor,Private,No,Medium,Low,School,13.0,5,Neutral,Low,Yes,1,Average,77
7,46,99,4,3,High,Good,Public,No,Low,High,Postgraduate,4.0,0,Negative,Low,No,4,Average,72
5,85,56,1,3,Low,Good,Public,Yes,High,High,Graduate,12.0,3,Neutral,High,Yes,2,Poor,75
11,74,66,3,3,Low,Average,Public,Yes,High,High,,,3,Positive,High,Yes,5,Poor,83
8,84,78,1,3,Medium,Poor,Private,Yes,High,Medium,Postgraduate,23.0,3,Negative,Low,Yes,5,Poor,75
1,52,93,0,3,Low,Poor,Private,No,Medium,Medium,School,,4,Negative,High,Yes,1,Average,64
11,49,63,1,9,Low,Good,Private,No,Low,Low,,11.0,5,Neutral,High,Yes,5,Poor,73
7,41,47,1,8,High,Poor,Private,Yes,Medium,Medium,Graduate,3.0,6,Positive,High,Yes,5,Poor,58
5,45,93,4,3,Medium,Average,Private,Yes,Medium,Low,School,25.0,2,Negative,Medium,Yes,4,Good,67
4,47,73,1,5,Low,Average,Private,No,Low,Low,Graduate,26.0,0,Negative,Medium,No,2,Good,62
7,75,46,3,3,Medium,Good,Public,No,High,Low,Postgraduate,8.0,2,Neutral,Low,Yes,4,Good,68
10,64,88,1,6,Medium,Poor,Public,Yes,High,High,,7.0,5,Negative,High,Yes,3,Good,84
2,83,42,2,3,Medium,Average,Public,Yes,High,High,Graduate,14.0,4,Negative,High,Yes,5,Average,52
1,99,81,1,8,Low,Average,Public,Yes,High,High,School,2.0,4,Positive,High,Yes,4,Average,77
1,86,89,2,9,Medium,Average,Private,No,Medium,Medium,School,10.0,5,Positive,Medium,Yes,1,Poor,76
11,79,71,1,7,Medium,Poor,Public,Yes,Low,High,School,3.0,1,Neutral,Low,Yes,2,Good,83
1,46,93,1,8,High,,Public,No,Low,Low,Graduate,24.0,5,Negative,High,Yes,2,Average,71
5,85,95,3,8,High,Good,Public,Yes,Low,Medium,Postgraduate,28.0,6,Positive,Medium,Yes,1,Good,92
10,62,63,2,7,High,Average,Private,Yes,Medium,Medium,Graduate,11.0,2,Neutral,Medium,Yes,1,Poor,78
7,58,93,2,3,High,Good,Public,Yes,High,High,Postgraduate,19.0,6,Positive,High,No,5,Average,84
2,85,62,4,9,Medium,Average,Public,Yes,High,High,Graduate,8.0,3,Neutral,High,No,2,Good,70
10,61,41,1,9,High,,Public,Yes,Low,High,Graduate,,1,Neutral,Medium,Yes,1,Poor,66
8,52,48,1,3,High,Poor,Public,Yes,High,High,Postgraduate,5.0,6,Negative,Medium,No,3,Good,60
4,60,38,3,7,Low,,Private,No,Medium,Medium,Postgraduate,9.0,2,Neutral,Low,Yes,2,Poor,49
3,40,46,4,6,High,Average,Private,No,High,Medium,Postgraduate,13.0,1,Neutral,Medium,Yes,1,Good,46
10,98,79,4,4,High,Poor,Public,Yes,High,Low,Graduate,11.0,1,Positive,Medium,Yes,4,Good,92
11,58,68,3,5,Low,Poor,Public,No,High,Medium,Postgraduate,26.0,5,Neutral,Low,Yes,1,Poor,70
8,99,70,2,7,Medium,Good,Private,No,Low,Medium,,2.0,0,Neutral,Medium,Yes,2,Good,89
2,72,39,0,3,Medium,Poor,Private,No,Medium,High,School,,1,Positive,Medium,No,5,Poor,54
11,43,41,3,5,Low,Average,Private,No,Low,Low,School,3.0,5,Positive,Low,Yes,3,Poor,57
11,81,44,2,3,Low,Poor,Private,Yes,Medium,Medium,School,15.0,6,Positive,Low,No,1,Good,69
3,42,57,4,4,Medium,Poor,Public,Yes,Low,High,Postgraduate,28.0,4,Positive,High,Yes,2,Poor,47
3,66,33,3,4,High,,Private,Yes,Medium,High,Postgraduate,,6,Negative,Medium,No,1,Average,48
10,91,65,0,7,Low,,Public,Yes,Medium,Low,School,1.0,3,Negative,High,Yes,1,Poor,84
11,80,94,1,5,Low,,Private,Yes,Low,Medium,Postgraduate,24.0,0,Neutral,Low,Yes,2,Poor,95
1,74,76,3,8,Low,Average,Public,No,Low,Medium,,28.0,1,Positive,Medium,No,4,Good,66
6,67,68,0,9,Medium,Average,Private,No,High,Medium,Graduate,11.0,0,Negative,Low,No,2,Average,70
2,45,67,0,9,Medium,Poor,Public,Yes,Medium,Medium,Postgraduate,25.0,5,Neutral,Medium,Yes,2,Poor,57
1,45,73,3,5,Medium,Poor,Private,Yes,Medium,Low,,10.0,3,Negative,High,Yes,5,Good,55
2,94,80,2,8,Medium,Average,Private,Yes,Medium,High,Postgraduate,25.0,3,Negative,Medium,No,1,Good,76
6,96,55,3,4,Medium,Poor,Public,Yes,Medium,High,Postgraduate,3.0,0,Negative,Low,No,1,Poor,73
4,83,65,4,3,High,Good,Public,No,Medium,Low,Postgraduate,14.0,2,Neutral,Medium,Yes,2,Average,74
6,62,98,0,9,High,,Private,No,High,Medium,Graduate,21.0,3,Negative,High,No,4,Average,87
9,72,30,0,8,Medium,Good,Public,No,High,High,Graduate,16.0,4,Neutral,High,Yes,5,Good,64
10,55,82,1,8,Medium,Good,Public,No,High,Medium,School,9.0,4,Positive,High,No,4,Poor,79
10,63,35,0,7,Medium,Average,Private,Yes,Medium,High,Graduate,14.0,1,Positive,Low,Yes,4,Poor,58
8,44,66,1,6,Low,Poor,Private,Yes,Low,Medium,Graduate,21.0,2,Positive,Medium,Yes,5,Average,67
1,80,31,0,4,Low,Good,Private,Yes,Low,Low,School,1.0,2,Positive,Medium,Yes,5,Average,53
8,81,98,0,8,Medium,Average,Public,No,Medium,Medium,Graduate,1.0,5,Negative,Low,No,4,Average,92
9,52,70,3,4,Medium,Good,Private,Yes,High,Medium,Graduate,4.0,1,Negative,High,No,4,Poor,68
6,86,80,3,7,Low,Poor,Private,Yes,Low,Low,,23.0,3,Positive,Low,No,4,Poor,79
10,51,76,4,3,Low,Good,Public,Yes,Low,Low,Graduate,23.0,6,Neutral,Medium,Yes,1,Good,79
5,44,42,2,5,Low,Good,Public,No,High,Medium,School,23.0,0,Negative,Medium,No,1,Average,48
6,76,98,4,4,Low,Good,Private,Yes,Medium,Medium,,29.0,2,Negative,Medium,Yes,1,Good,88
6,70,95,0,7,Low,Good,Public,No,Medium,Medium,Postgraduate,22.0,2,Neutral,Medium,No,1,Good,88
9,67,88,4,7,Medium,Poor,Public,No,Medium,High,Graduate,29.0,6,Neutral,Medium,No,5,Average,84
4,67,97,3,7,Medium,Average,Private,No,Medium,Medium,Postgraduate,1.0,5,Neutral,High,No,2,Poor,86
2,69,88,0,9,Low,Good,Public,Yes,Medium,High,Graduate,27.0,3,Positive,Low,Yes,1,Poor,84
11,57,39,0,9,Medium,Average,Public,Yes,Low,High,School,19.0,5,Positive,High,Yes,4,Poor,65
11,83,42,4,9,Low,Poor,Public,Yes,High,High,School,21.0,0,Neutral,Medium,No,2,Poor,80
9,66,31,1,5,Low,Poor,Private,No,Low,Low,School,,4,Positive,High,No,1,Average,61
2,74,44,2,9,Low,Good,Public,No,Low,Low,Postgraduate,20.0,2,Positive,Low,No,3,Average,58
10,65,75,4,4,Medium,Average,Private,Yes,Low,High,School,,5,Neutral,Medium,Yes,3,Average,81
9,96,86,4,8,Medium,Good,Private,No,High,High,School,4.0,6,Negative,High,No,5,Poor,95
2,78,39,2,7,Medium,Poor,Public,No,Low,High,Graduate,9.0,3,Positive,Low,Yes,3,Average,55
8,88,51,0,5,Medium,Good,Private,Yes,Low,Low,Graduate,,5,Neutral,High,Yes,5,Good,79
9,90,37,0,9,High,Good,Private,Yes,Medium,Low,Graduate,25.0,2,Neutral,High,No,5,Good,78
10,99,50,1,3,Low,Average,Private,No,High,Low,Graduate,,4,Neutral,Low,Yes,5,Poor,77
9,57,51,4,6,Low,Poor,Public,Yes,Medium,High,School,14.0,6,Negative,Medium,No,2,Average,61
10,72,74,2,4,Medium,Good,Private,Yes,Medium,High,Graduate,23.0,1,Neutral,High,No,2,Good,85
9,64,69,4,5,Medium,Good,Private,No,Low,Medium,Postgraduate,26.0,5,Neutral,Medium,No,3,Poor,75
2,95,51,3,6,High,Good,Private,No,Medium,Medium,Postgraduate,3.0,3,Negative,Low,No,2,Poor,71
4,70,59,4,6,Low,Average,Private,No,Low,Low,Postgraduate,15.0,6,Neutral,Medium,No,1,Good,62
7,76,91,4,9,Low,Poor,Private,Yes,Medium,Low,Graduate,11.0,0,Positive,High,No,5,Poor,86
2,98,74,3,5,Medium,Good,Private,Yes,High,Medium,School,10.0,6,Negative,High,No,1,Good,75
1,99,64,3,8,Medium,Good,Private,No,High,Low,,20.0,6,Negative,Low,No,2,Average,72
3,41,71,2,8,High,Good,Public,No,Medium,High,,15.0,1,Neutral,High,Yes,4,Poor,57
4,72,34,0,5,Low,Poor,Public,Yes,Low,Medium,Graduate,25.0,5,Positive,High,No,2,Good,51
8,78,56,1,5,High,Average,Public,No,Low,High,Postgraduate,17.0,0,Negative,Low,Yes,5,Average,78
6,82,99,3,7,Low,Average,Private,Yes,Low,Medium,School,19.0,6,Neutral,Medium,No,4,Good,91
11,82,91,0,3,Medium,Good,Private,No,Medium,Medium,School,11.0,4,Neutral,Medium,No,4,Poor,91
2,71,61,2,8,High,Good,Public,Yes,Low,Low,School,20.0,6,Negative,Medium,No,5,Good,70
9,57,37,4,7,Medium,Average,Private,Yes,Medium,High,School,16.0,0,Negative,Medium,No,3,Average,55
2,56,47,2,6,Low,,Private,Yes,High,High,School,4.0,2,Neutral,High,Yes,2,Good,46
5,73,44,2,6,Low,Average,Public,Yes,Low,High,,7.0,4,Negative,Medium,No,2,Good,56
4,78,55,3,6,High,Good,Private,No,Medium,High,School,11.0,6,Positive,Low,Yes,4,Poor,70
7,46,82,1,5,Medium,Good,Public,No,Low,Low,,20.0,1,Positive,Low,Yes,4,Poor,69
8,81,73,3,4,Low,Average,Public,Yes,Medium,High,Postgraduate,26.0,6,Neutral,Medium,Yes,5,Average,79
5,93,61,4,7,Low,Average,Private,Yes,Low,Low,Postgraduate,24.0,2,Positive,High,No,5,Poor,76
10,92,57,3,4,High,Poor,Public,Yes,High,Medium,School,17.0,5,Neutral,Low,No,3,Average,75
5,74,68,4,9,High,Good,Private,No,Medium,High,Graduate,19.0,2,Negative,Low,Yes,4,Average,84
2,69,61,3,3,Medium,Poor,Private,No,Medium,Low,School,26.0,4,Negative,High,Yes,2,Average,59
8,51,47,1,3,High,,Public,No,High,Medium,Postgraduate,10.0,6,Neutral,Low,No,5,Good,59
2,74,99,0,7,Low,Good,Private,No,High,High,Graduate,15.0,0,Neutral,Medium,No,1,Poor,84
10,50,40,1,6,Medium,Good,Private,Yes,Low,High,Postgraduate,6.0,5,Negative,Medium,Yes,2,Good,66
6,83,61,3,9,Medium,Poor,Public,No,Medium,Low,Graduate,13.0,0,Neutral,Medium,No,4,Good,75
8,96,49,2,8,Medium,Poor,Private,Yes,Medium,Medium,Postgraduate,3.0,1,Positive,High,Yes,5,Good,75
6,43,69,0,3,Low,Poor,Private,No,Low,Medium,School,8.0,4,Positive,Low,Yes,5,Good,65
4,64,37,2,4,High,Poor,Public,No,Low,Medium,School,7.0,1,Positive,Low,No,1,Good,50
4,87,64,1,4,Medium,Good,Private,No,Medium,Medium,,5.0,6,Negative,High,No,3,Poor,69
6,71,98,0,8,Low,Average,Private,No,High,High,Postgraduate,18.0,3,Negative,Medium,No,2,Poor,88
4,59,50,3,5,High,,Private,No,Low,Medium,Postgraduate,27.0,4,Negative,Medium,Yes,5,Average,55
8,89,53,2,6,Medium,Average,Public,Yes,Medium,Low,Postgraduate,21.0,3,Neutral,High,Yes,3,Poor,73
9,70,46,3,5,High,Poor,Public,Yes,Low,Low,School,16.0,1,Negative,Low,Yes,1,Good,65
1,43,47,4,7,High,Average,Public,Yes,High,High,Postgraduate,9.0,3,Negative,Medium,Yes,1,Good,45
4,93,41,0,3,High,Poor,Private,No,Medium,Low,Postgraduate,11.0,3,Positive,Medium,Yes,2,Average,65
4,77,45,2,8,Low,Poor,Public,No,Medium,High,School,21.0,2,Negative,Low,No,2,Poor,56
2,92,33,1,8,Medium,,Public,Yes,Medium,Medium,Postgraduate,28.0,2,Neutral,Medium,Yes,5,Poor,56
6,86,63,1,8,Medium,Average,Public,No,High,High,,19.0,1,Neutral,Low,Yes,5,Average,78
3,40,75,1,5,Medium,,Public,No,Low,Medium,Postgraduate,14.0,1,Positive,Low,Yes,2,Good,58
7,42,60,1,5,Low,Good,Private,Yes,High,Low,School,7.0,0,Positive,Medium,No,2,Good,65
11,76,54,2,7,High,Poor,Public,No,High,High,,12.0,5,Neutral,Medium,No,5,Good,78
11,61,53,4,4,Low,Good,Private,No,High,Medium,School,19.0,3,Positive,Low,No,5,Good,69
5,56,94,1,4,Medium,Average,Public,Yes,Medium,High,School,8.0,6,Positive,High,Yes,5,Good,74
4,53,54,1,9,High,Good,Private,No,High,Medium,,21.0,5,Neutral,High,No,1,Poor,67
5,80,57,1,7,Low,Good,Public,No,Medium,High,Graduate,5.0,0,Positive,Medium,Yes,4,Average,71
8,74,65,4,8,Low,Average,Private,Yes,Medium,High,Graduate,,0,Neutral,Low,Yes,2,Average,73
3,97,35,0,4,Low,Average,Public,Yes,Low,High,School,,4,Neutral,Low,Yes,1,Poor,60
7,52,95,1,7,Low,Poor,Private,No,Low,High,Postgraduate,26.0,0,Neutral,Low,Yes,5,Poor,81
6,74,96,1,4,High,Poor,Public,Yes,High,Medium,Graduate,29.0,0,Positive,High,Yes,4,Poor,87
1,82,77,1,9,Low,Good,Private,No,Medium,Medium,School,22.0,3,Neutral,Medium,Yes,4,Good,74
7,41,99,0,7,High,Average,Public,No,Medium,High,Postgraduate,3.0,0,Negative,Medium,Yes,1,Average,80
7,95,96,1,4,Low,Poor,Private,No,Low,High,School,11.0,3,Negative,High,Yes,3,Poor,95
1,86,77,0,8,Medium,Poor,Public,No,Medium,Low,Graduate,23.0,5,Negative,Low,Yes,3,Poor,69
9,52,94,0,5,Low,Good,Private,Yes,High,Medium,Graduate,25.0,3,Positive,High,Yes,5,Average,88
6,90,73,3,5,Low,,Public,Yes,Medium,Medium,,12.0,0,Neutral,High,Yes,3,Poor,80
2,93,92,3,9,Medium,Good,Public,Yes,High,Medium,Graduate,1.0,3,Negative,Medium,Yes,5,Good,91
5,55,75,1,8,High,Average,Public,Yes,Low,Medium,School,4.0,1,Neutral,High,Yes,3,Poor,74
11,57,48,2,4,Low,Poor,Private,No,Low,Low,School,,1,Positive,Low,Yes,1,Poor,60
4,46,93,3,8,Low,Poor,Public,Yes,Medium,High,Postgraduate,1.0,3,Positive,High,Yes,4,Poor,75
7,84,79,3,7,Medium,Poor,Public,No,Medium,High,,6.0,6,Negative,Low,Yes,2,Average,83
8,75,92,2,5,High,Good,Public,No,Low,High,Postgraduate,2.0,5,Positive,High,Yes,4,Good,86
11,80,70,4,3,Medium,Average,Private,No,High,Low,Postgraduate,,5,Positive,Low,Yes,3,Poor,83
11,69,36,1,9,Low,,Private,No,High,Low,School,13.0,1,Neutral,Medium,Yes,4,Good,69
1,81,38,4,4,High,Good,Public,No,High,High,School,16.0,4,Neutral,Medium,Yes,3,Good,51
5,80,33,4,3,Low,Average,Public,Yes,Low,Low,School,11.0,5,Negative,High,No,5,Good,55
3,46,78,0,3,Medium,Average,Private,No,Low,Low,School,14.0,2,Negative,Medium,No,2,Good,57
1,54,35,0,9,Low,Good,Private,Yes,Low,Low,Postgraduate,6.0,1,Neutral,High,No,5,Good,44
3,99,50,1,6,Medium,Average,Private,No,Medium,Low,Graduate,16.0,0,Positive,Low,No,2,Average,65
6,79,44,2,3,Medium,Good,Public,No,Low,High,,17.0,1,Negative,Low,No,5,Average,63
7,58,96,0,3,High,Poor,Public,No,High,Low,Graduate,10.0,4,Neutral,Medium,No,5,Good,81
8,82,95,3,8,Medium,Average,Private,No,High,High,Postgraduate,29.0,4,Positive,High,Yes,4,Average,95
11,76,85,1,6,High,Poor,Public,No,Low,Medium,Postgraduate,21.0,4,Positive,Low,No,2,Poor,91
4,41,97,4,6,High,Average,Private,Yes,Low,Low,Graduate,22.0,5,Positive,High,No,4,Average,69
3,81,61,1,6,High,Good,Private,No,High,Medium,Postgraduate,26.0,5,Negative,Medium,Yes,5,Average,75
5,87,95,0,9,High,Good,Private,Yes,Low,Medium,Graduate,13.0,1,Negative,High,No,4,Average,95
9,94,58,2,7,High,Good,Private,Yes,Medium,Low,School,13.0,6,Neutral,Medium,Yes,3,Average,88
6,52,95,4,6,Medium,,Public,Yes,Low,High,Postgraduate,2.0,2,Neutral,High,Yes,5,Poor,78
9,79,63,2,8,Medium,Good,Private,Yes,High,High,Postgraduate,1.0,0,Neutral,Medium,No,3,Poor,89
6,80,56,1,7,High,Good,Public,Yes,High,High,Graduate,23.0,2,Neutral,High,Yes,5,Average,79
2,82,89,2,4,Medium,,Public,No,Low,Low,Graduate,1.0,5,Neutral,High,Yes,3,Average,75
5,82,68,2,7,High,Average,Private,No,High,Low,Graduate,7.0,5,Negative,High,No,3,Poor,70
11,94,73,1,4,Medium,Poor,Public,No,Low,High,Graduate,13.0,1,Positive,Medium,No,5,Good,89
9,97,65,4,6,High,Average,Public,No,High,High,Graduate,17.0,2,Positive,High,Yes,3,Good,88
8,70,48,2,6,Low,Average,Public,Yes,High,Medium,Postgraduate,9.0,3,Negative,Medium,Yes,2,Poor,68
7,55,74,2,4,Low,Poor,Private,No,High,Medium,,13.0,0,Positive,Low,Yes,3,Average,70
1,81,50,1,5,High,Poor,Private,No,Low,Low,School,16.0,3,Negative,High,No,5,Average,58
4,95,52,3,8,Medium,Good,Private,No,Low,High,Graduate,5.0,3,Positive,High,No,2,Poor,77
7,83,56,2,7,High,Poor,Public,Yes,Low,High,Postgraduate,22.0,2,Positive,Medium,Yes,2,Average,70
11,96,48,0,8,Medium,Poor,Public,Yes,Medium,Low,School,7.0,3,Neutral,High,No,2,Poor,81
7,45,70,4,8,High,Average,Private,Yes,Medium,High,Postgraduate,1.0,0,Negative,High,Yes,4,Good,69
6,67,55,2,3,High,Good,Public,Yes,Medium,Low,Graduate,8.0,3,Positive,Low,Yes,2,Average,65
8,71,57,1,6,Medium,Poor,Private,Yes,High,Medium,Postgraduate,6.0,1,Negative,High,Yes,4,Good,71
11,83,93,0,7,Medium,,Private,No,High,High,Postgraduate,12.0,0,Negative,High,No,1,Average,95
6,49,97,1,8,High,Good,Private,Yes,Low,High,Graduate,2.0,6,Neutral,Low,No,3,Poor,91
10,89,80,2,7,Low,Poor,Public,No,High,Low,Postgraduate,,6,Neutral,Medium,Yes,4,Average,87
3,57,77,0,8,Low,Poor,Public,No,Medium,Low,Postgraduate,15.0,6,Neutral,Low,No,5,Average,66
